Shipment_ID,Order_Date,Origin_City,Destination_City,Distance_KM,Weight_KG,Vehicle_Type,Product_Category,Weather,Fuel_Cost_INR,Promised_Days,Actual_Days,Delivery_Status
SC11511,2025-08-24,Chennai,Mumbai,791.4,230.45,Bike,Pharma,Clear,3987.12,7,6.0,On-Time
SC11512,2025-08-27,Bengaluru,Chennai,215.7,163.54,Mini Truck,Apparel,Rain,5562.69,7,3.0,On-Time
SC11513,2025-09-23,Chennai,Bengaluru,539.3,503.58,Bike,Pharma,Clear,1599.22,6,5.0,On-Time
SC11514,2025-12-25,Delhi,Mumbai,46.4,275.84,Heavy Truck,Apparel,Clear,5153.12,6,1.0,On-Time
SC11515,2025-12-06,Mumbai,Chennai,95.3,597.65,Heavy Truck,Pharma,Clear,5534.7,3,2.0,On-Time
SC11516,2025-03-06,Chennai,Hyderabad,8.1,112.48,Heavy Truck,Pharma,Clear,5426.72,2,1.0,On-Time
SC11517,2025-06-26,Delhi,Hyderabad,799.6,622.37,Heavy Truck,Groceries,Clear,5719.65,4,6.0,Delayed
SC11518,2025-01-03,Mumbai,Mumbai,642.8,269.49,Van,Electronics,Clear,5076.34,3,6.0,Delayed
SC11519,2025-05-22,Hyderabad,Hyderabad,630.4,0.73,Mini Truck,Pharma,Clear,3621.89,3,4.0,Delayed
SC11520,2025-06-07,Chennai,Delhi,410.2,121.03,Van,Furniture,Rain,2547.6,1,5.0,Delayed
SC11521,2025-11-20,Chennai,Mumbai,243.6,886.97,Mini Truck,Groceries,Rain,3026.37,5,4.0,On-Time
SC11522,2025-05-26,Hyderabad,Chennai,125.3,824.05,Mini Truck,Electronics,Rain,5254.78,3,3.0,On-Time
SC11523,2025-10-20,Hyderabad,Mumbai,231.3,222.31,Bike,Groceries,Rain,1913.18,3,2.0,On-Time
SC11524,2025-06-02,Chennai,Bengaluru,303.9,739.56,Heavy Truck,Electronics,Rain,1081.68,6,4.0,On-Time
SC11525,2025-07-12,Hyderabad,Mumbai,606.3,578.34,Mini Truck,Apparel,Rain,973.79,4,6.0,Delayed
SC11526,2025-03-14,Bengaluru,Hyderabad,434.0,922.37,Heavy Truck,Pharma,Rain,4987.92,3,5.0,Delayed
SC11527,2025-11-01,Mumbai,Hyderabad,66.6,355.24,Heavy Truck,Furniture,Rain,4604.69,7,3.0,On-Time
SC11528,2025-12-10,Mumbai,Delhi,19.3,647.55,Heavy Truck,Groceries,Clear,3061.23,4,2.0,On-Time
SC11529,2025-05-20,Mumbai,Delhi,86.4,60.83,Van,Groceries,Clear,1758.0,5,2.0,On-Time
SC11530,2025-07-06,Bengaluru,Delhi,331.3,376.74,Heavy Truck,Groceries,Rain,4114.04,7,4.0,On-Time
SC11531,2025-10-20,Hyderabad,Chennai,746.9,915.64,Mini Truck,Groceries,Clear,374.83,6,6.0,On-Time
SC11532,2025-03-02,Delhi,Delhi,511.7,512.26,Van,Pharma,Clear,3474.13,7,4.0,On-Time
SC11533,2025-07-17,Hyderabad,Chennai,642.5,273.84,Heavy Truck,Electronics,Clear,2480.79,1,5.0,Delayed
SC11534,2025-10-22,Chennai,Delhi,375.8,114.7,Bike,Pharma,Clear,5870.48,1,4.0,Delayed
SC11535,2025-11-15,Mumbai,Chennai,292.5,668.5,Heavy Truck,Apparel,Storm,3119.23,5,5.0,On-Time
SC11536,2025-10-29,Hyderabad,Mumbai,91.2,612.79,Heavy Truck,Pharma,Clear,3380.77,5,3.0,On-Time
SC11537,2025-12-10,Delhi,Mumbai,701.4,355.55,Van,Pharma,Clear,4317.32,7,6.0,On-Time
SC11538,2025-01-11,Chennai,Hyderabad,627.6,903.42,Mini Truck,Apparel,Clear,2984.55,6,5.0,On-Time
SC11539,2025-03-03,Bengaluru,Chennai,138.7,21.58,Heavy Truck,Pharma,Rain,1463.73,6,3.0,On-Time
SC11540,2025-11-29,Bengaluru,Bengaluru,412.2,288.89,Van,Electronics,Clear,3293.08,2,3.0,Delayed
SC11541,2025-08-14,Delhi,Hyderabad,392.5,875.06,Van,Furniture,Rain,5673.97,3,5.0,Delayed
SC11542,2025-06-02,Chennai,Mumbai,501.9,305.23,Mini Truck,Apparel,Rain,2547.98,3,5.0,Delayed
SC11543,2025-07-18,Mumbai,Chennai,757.2,240.01,Van,Groceries,Clear,4125.9,3,5.0,Delayed
SC11544,2025-02-21,Hyderabad,Delhi,465.9,507.74,Mini Truck,Electronics,Clear,5871.5,4,5.0,Delayed
SC11545,2025-09-17,Chennai,Bengaluru,434.5,782.7,Bike,Furniture,Clear,5005.05,2,4.0,Delayed
SC11546,2025-02-28,Bengaluru,Mumbai,45.0,98.44,Heavy Truck,Electronics,Rain,4005.35,7,2.0,On-Time
SC11547,2025-03-13,Delhi,Hyderabad,55.0,895.9,Van,Electronics,Rain,4455.58,3,3.0,On-Time
SC11548,2025-05-28,Delhi,Chennai,153.9,755.42,Bike,Groceries,Clear,5628.43,4,1.0,On-Time
SC11549,2025-12-15,Hyderabad,Bengaluru,30.8,172.6,Van,Furniture,Clear,5764.55,4,1.0,On-Time
SC11550,2025-03-04,Delhi,Chennai,596.0,676.55,Van,Electronics,Clear,5818.46,1,6.0,Delayed
SC11551,2025-11-06,Delhi,Delhi,580.0,366.02,Bike,Groceries,Rain,3810.0,4,5.0,Delayed
SC11552,2025-08-31,Chennai,Hyderabad,113.2,382.48,Van,Apparel,Clear,2400.56,5,2.0,On-Time
SC11553,2025-11-26,Mumbai,Chennai,669.7,744.23,Van,Groceries,Clear,928.95,6,6.0,On-Time
SC11554,2025-04-17,Hyderabad,Mumbai,128.1,914.66,Bike,Pharma,Clear,2405.46,4,3.0,On-Time
SC11555,2025-08-14,Chennai,Hyderabad,244.4,120.76,Van,Groceries,Rain,5666.29,5,4.0,On-Time
SC11556,2025-11-09,Mumbai,Mumbai,202.9,399.89,Mini Truck,Groceries,Rain,5355.31,5,3.0,On-Time
SC11557,2025-08-06,Chennai,Chennai,301.0,457.15,Van,Groceries,Clear,3213.41,1,3.0,Delayed
SC11558,2025-08-29,Chennai,Hyderabad,207.5,357.81,Heavy Truck,Electronics,Rain,3291.49,7,3.0,On-Time
SC11559,2025-09-16,Delhi,Mumbai,393.7,345.35,Van,Furniture,Clear,1957.18,1,4.0,Delayed
SC11560,2025-09-19,Mumbai,Delhi,328.9,50.13,Heavy Truck,Groceries,Storm,2808.87,4,5.0,Delayed
SC11561,2025-01-05,Hyderabad,Delhi,789.3,651.42,Heavy Truck,Groceries,Clear,4329.52,1,7.0,Delayed
SC11562,2025-09-18,Hyderabad,Chennai,49.5,414.69,Van,Pharma,Rain,2504.22,1,2.0,Delayed
SC11563,2025-02-23,Mumbai,Hyderabad,118.0,185.46,Bike,Pharma,Clear,1249.71,7,3.0,On-Time
SC11564,2025-02-16,Delhi,Bengaluru,47.0,775.32,Mini Truck,Apparel,Clear,3314.03,6,2.0,On-Time
SC11565,2025-08-03,Bengaluru,Hyderabad,502.5,762.53,Mini Truck,Apparel,Rain,1468.22,3,5.0,Delayed
SC11566,2025-06-26,Chennai,Delhi,48.3,462.33,Van,Pharma,Clear,5849.58,4,2.0,On-Time
SC11567,2025-01-09,Delhi,Mumbai,670.0,283.88,Bike,Furniture,Clear,2433.49,7,6.0,On-Time
SC11568,2025-04-09,Mumbai,Bengaluru,412.0,606.37,Bike,Apparel,Clear,5471.54,4,4.0,On-Time
SC11569,2025-01-20,Chennai,Chennai,424.0,274.1,Mini Truck,Furniture,Clear,1469.49,4,3.0,On-Time
SC11570,2025-08-29,Hyderabad,Bengaluru,451.5,224.59,Bike,Pharma,Clear,1256.87,1,4.0,Delayed
SC11571,2025-03-02,Bengaluru,Chennai,140.8,694.12,Van,Apparel,Clear,3758.87,6,3.0,On-Time
SC11572,2025-06-27,Hyderabad,Bengaluru,162.2,38.79,Van,Groceries,Rain,4709.37,1,2.0,Delayed
SC11573,2025-12-04,Mumbai,Chennai,258.5,90.48,Bike,Pharma,Rain,3465.57,5,3.0,On-Time
SC11574,2025-03-03,Chennai,Chennai,476.8,6.95,Van,Apparel,Clear,1494.3,2,4.0,Delayed
SC11575,2025-05-25,Mumbai,Bengaluru,172.0,145.72,Heavy Truck,Furniture,Clear,371.68,2,1.0,On-Time
SC11576,2025-08-04,Chennai,Bengaluru,97.5,66.01,Mini Truck,Furniture,Fog,3766.99,7,3.0,On-Time
SC11577,2025-01-03,Delhi,Chennai,776.2,946.01,Van,Apparel,Clear,916.57,2,7.0,Delayed
SC11578,2025-06-09,Bengaluru,Delhi,22.5,274.73,Bike,Furniture,Clear,2157.58,7,1.0,On-Time
SC11579,2025-08-15,Delhi,Bengaluru,643.1,142.23,Mini Truck,Apparel,Rain,4103.34,3,6.0,Delayed
SC11580,2025-09-26,Delhi,Hyderabad,631.5,229.33,Van,Apparel,Rain,723.44,1,4.0,Delayed
SC11581,2025-04-30,Mumbai,Mumbai,241.3,889.35,Mini Truck,Furniture,Clear,894.42,5,3.0,On-Time
SC11582,2025-03-30,Bengaluru,Chennai,112.8,494.39,Bike,Electronics,Clear,510.75,5,2.0,On-Time
SC11583,2025-11-25,Chennai,Chennai,120.8,346.89,Heavy Truck,Groceries,Clear,5977.06,2,1.0,On-Time
SC11584,2025-03-09,Chennai,Mumbai,559.5,829.79,Heavy Truck,Pharma,Storm,2414.4,6,8.0,Delayed
SC11585,2025-12-23,Hyderabad,Delhi,516.0,375.54,VAN,Groceries,Clear,5448.9,3,5.0,Delayed
SC11586,2025-04-08,Chennai,Mumbai,627.3,318.59,Heavy Truck,Pharma,Storm,1867.48,7,8.0,Delayed
SC11587,2025-09-24,Mumbai,Bengaluru,750.3,197.31,Van,Pharma,Clear,4556.24,3,5.0,Delayed
SC11588,2025-04-15,Delhi,Mumbai,555.1,359.22,Mini Truck,Groceries,Clear,1431.54,2,5.0,Delayed
SC11589,2025-11-19,Delhi,Chennai,128.9,301.19,Van,Apparel,Clear,3065.2,7,3.0,On-Time
SC11590,2025-05-03,Delhi,Mumbai,198.5,643.6,Van,Furniture,Rain,4974.0,7,4.0,On-Time
SC11591,2025-01-29,Bengaluru,Hyderabad,674.5,275.46,Van,Electronics,Clear,4925.56,2,5.0,Delayed
SC11592,2025-05-17,Chennai,Bengaluru,171.4,548.55,Heavy Truck,Electronics,Clear,4796.54,1,2.0,Delayed
SC11593,2025-07-14,Mumbai,Mumbai,62.7,63.06,Van,Electronics,Fog,4968.85,6,2.0,On-Time
SC11594,2025-08-14,Bengaluru,Chennai,564.1,182.13,Bike,Groceries,Storm,1387.11,3,6.0,Delayed
SC11595,2025-11-28,Hyderabad,Bengaluru,325.0,387.33,Van,Groceries,Clear,2970.97,5,3.0,On-Time
SC11596,2025-06-19,Mumbai,Chennai,736.4,890.13,Mini Truck,Apparel,Clear,2986.5,2,5.0,Delayed
SC11597,2025-01-09,Mumbai,Delhi,522.0,358.7,Bike,Electronics,Rain,5359.44,1,5.0,Delayed
SC11598,2025-02-09,Mumbai,Hyderabad,76.9,631.04,Mini Truck,Apparel,Rain,1886.82,5,2.0,On-Time
SC11599,2025-01-25,Delhi,Delhi,758.5,242.71,Mini Truck,Electronics,Clear,5599.25,3,5.0,Delayed
SC11600,2025-09-18,Mumbai,Hyderabad,210.6,121.12,Mini Truck,Groceries,Fog,2787.16,2,3.0,Delayed
SC11601,2025-08-14,Chennai,Mumbai,273.1,56.08,Bike,Furniture,Clear,4068.25,7,3.0,On-Time
SC11602,2025-05-04,Mumbai,Bengaluru,324.8,290.49,Bike,Furniture,Rain,1722.97,6,4.0,On-Time
SC11603,2025-02-07,Delhi,Mumbai,45.7,150.2,Heavy Truck,Furniture,Clear,2550.24,2,1.0,On-Time
SC11604,2025-11-24,Mumbai,Hyderabad,399.7,165.72,Bike,Furniture,Clear,4302.34,6,3.0,On-Time
SC11605,2025-09-08,Hyderabad,Hyderabad,103.0,722.84,Van,Pharma,Clear,3149.57,1,2.0,Delayed
SC11606,2025-06-25,Hyderabad,Hyderabad,323.8,15.54,Mini Truck,Electronics,Rain,5594.64,1,4.0,Delayed
SC11607,2025-03-31,Delhi,Chennai,283.8,530.14,Heavy Truck,Furniture,Storm,4462.18,3,6.0,Delayed
SC11608,2025-02-06,Chennai,Bengaluru,619.4,360.8,Bike,Pharma,Clear,3451.76,6,5.0,On-Time
SC11609,2025-11-12,Chennai,Mumbai,643.5,481.47,Mini Truck,Pharma,Clear,5337.02,2,6.0,Delayed
SC11610,2025-06-25,Bengaluru,Mumbai,127.0,534.91,Bike,Pharma,Clear,4043.5,1,3.0,Delayed
SC11611,2025-10-11,Delhi,Delhi,296.4,298.04,Heavy Truck,Apparel,Fog,3936.82,2,5.0,Delayed
SC11612,2025-03-22,Mumbai,Hyderabad,301.8,280.71,Bike,Apparel,Storm,1591.27,3,5.0,Delayed
SC11613,2025-04-24,Delhi,Hyderabad,125.4,696.87,Bike,Pharma,Rain,2459.91,6,3.0,On-Time
SC11614,2025-02-09,Bengaluru,Hyderabad,639.8,827.78,Mini Truck,Furniture,Clear,4147.33,2,4.0,Delayed
SC11615,2025-10-28,Delhi,Mumbai,567.2,183.36,Van,Electronics,Storm,5366.98,5,7.0,Delayed
SC11616,2025-08-12,Delhi,Delhi,156.4,93.19,Bike,Groceries,Clear,1995.95,2,2.0,On-Time
SC11617,2025-11-14,Bengaluru,Chennai,296.5,852.96,Heavy Truck,Apparel,Clear,1410.59,4,5.0,Delayed
SC11618,2025-12-15,Chennai,Bengaluru,,,Bike,Furniture,,,4,1.0,On-Time
SC11619,2025-04-25,Mumbai,Chennai,504.4,523.98,Bike,Furniture,Clear,543.1,7,5.0,On-Time
SC11620,2025-07-05,Bengaluru,Mumbai,101.5,341.89,Van,Groceries,Rain,4330.07,3,2.0,On-Time
SC11621,2025-11-19,Hyderabad,Hyderabad,788.8,119.95,Mini Truck,Groceries,Rain,4263.36,3,6.0,Delayed
SC11622,2025-02-25,Chennai,Bengaluru,625.6,560.07,Heavy Truck,Furniture,Clear,2226.55,3,4.0,Delayed
SC11623,2025-02-09,Hyderabad,Mumbai,315.2,499.12,Mini Truck,Groceries,Clear,5372.16,5,4.0,On-Time
SC11624,2025-12-20,Chennai,Mumbai,,,Mini Truck,Furniture,,,6,4.0,On-Time
SC11625,2025-02-09,Mumbai,Mumbai,729.5,429.55,Mini Truck,Groceries,Clear,3927.72,5,5.0,On-Time
SC11626,2025-12-13,Mumbai,Bengaluru,445.5,757.2,VAN,Groceries,Clear,1376.03,7,4.0,On-Time
SC11627,2025-08-25,Delhi,Bengaluru,143.7,561.11,Van,Furniture,Clear,2591.44,2,2.0,On-Time
SC11628,2025-10-16,Hyderabad,Delhi,306.1,92.52,Bike,Pharma,Rain,5195.14,1,3.0,Delayed
SC11629,2025-09-19,Chennai,Delhi,675.3,520.85,Heavy Truck,Furniture,Fog,1395.7,6,7.0,Delayed
SC11630,2025-08-04,Mumbai,Chennai,517.1,667.75,Van,Electronics,Fog,2434.86,4,6.0,Delayed
SC11631,2025-05-27,Bengaluru,Bengaluru,522.3,753.17,Mini Truck,Groceries,Storm,2010.75,4,7.0,Delayed
SC11632,2025-12-02,Mumbai,Bengaluru,694.1,597.85,Van,Apparel,Rain,1033.99,7,6.0,On-Time
SC11633,2025-06-17,Bengaluru,Bengaluru,715.7,145.45,Heavy Truck,Groceries,Clear,1844.85,4,7.0,Delayed
SC11634,2025-04-02,Chennai,Delhi,736.2,674.81,Bike,Electronics,Fog,1511.72,7,7.0,On-Time
SC11635,2025-12-19,Mumbai,Mumbai,80.4,643.64,Bike,Apparel,Clear,5553.02,2,2.0,On-Time
SC11636,2025-02-28,Mumbai,Hyderabad,,,Mini Truck,Apparel,,,2,5.0,Delayed
SC11637,2025-02-28,Chennai,Delhi,593.7,391.45,Bike,Furniture,Clear,1999.19,3,5.0,Delayed
SC11638,2025-10-31,Mumbai,Bengaluru,606.8,316.64,Bike,Pharma,Rain,4615.53,1,6.0,Delayed
SC11639,2025-06-18,Bengaluru,Delhi,487.3,636.11,Heavy Truck,Furniture,Clear,279.52,3,5.0,Delayed
SC11640,2025-09-26,Mumbai,Chennai,137.6,205.72,Van,Apparel,Clear,3230.17,2,2.0,On-Time
SC11641,2025-12-29,Hyderabad,Bengaluru,638.9,561.53,Bike,Apparel,Clear,1614.46,5,5.0,On-Time
SC11642,2025-02-14,Delhi,Chennai,577.5,867.59,Heavy Truck,Pharma,Clear,818.78,3,5.0,Delayed
SC11643,2025-12-11,Bengaluru,Bengaluru,73.5,758.01,Heavy Truck,Groceries,Storm,5319.99,6,5.0,On-Time
SC11644,2025-06-30,Hyderabad,Delhi,373.7,875.42,Mini Truck,Pharma,Clear,1316.14,2,5.0,Delayed
SC11645,2025-06-19,Chennai,Mumbai,143.3,929.59,Heavy Truck,Furniture,Clear,4960.99,2,2.0,On-Time
SC11646,2025-12-22,Bengaluru,Hyderabad,273.3,10.63,Mini Truck,Groceries,Fog,2567.35,5,3.0,On-Time
SC11647,2025-07-10,Delhi,Chennai,19.4,591.79,Bike,Furniture,Rain,233.6,5,2.0,On-Time
SC11648,2025-06-04,Delhi,Delhi,323.3,392.49,Mini Truck,Pharma,Clear,4435.32,5,4.0,On-Time
SC11649,2025-07-07,Chennai,Mumbai,442.2,816.93,Heavy Truck,Groceries,Clear,3638.7,1,5.0,Delayed
SC11650,2025-01-07,Chennai,Delhi,497.6,239.6,Van,Pharma,Clear,2163.41,6,3.0,On-Time
SC11651,2025-05-13,Bengaluru,Chennai,532.5,931.99,Van,Electronics,Fog,1797.04,2,8.0,Delayed
SC11652,2025-08-23,Mumbai,Hyderabad,669.9,583.22,Bike,Apparel,Rain,581.09,5,6.0,Delayed
SC11653,2025-02-14,Chennai,Delhi,176.3,753.96,Bike,Groceries,Storm,5657.34,1,6.0,Delayed
SC11654,2025-11-10,Mumbai,Bengaluru,100.8,81.78,Van,Apparel,Clear,3039.81,4,2.0,On-Time
SC11655,2025-09-06,Hyderabad,Mumbai,682.0,174.69,Mini Truck,Electronics,Clear,650.32,6,4.0,On-Time
SC11656,2025-01-31,Delhi,Delhi,129.5,720.6,Bike,Groceries,Clear,5231.78,7,2.0,On-Time
SC11657,2025-01-23,Mumbai,Mumbai,779.9,21.38,Heavy Truck,Apparel,Rain,1781.17,7,6.0,On-Time
SC11658,2025-06-09,Delhi,Bengaluru,674.8,776.13,Bike,Apparel,Clear,1341.08,4,5.0,Delayed
SC11659,2025-12-29,Mumbai,Hyderabad,403.2,13.74,Mini Truck,Groceries,Clear,1793.48,4,3.0,On-Time
SC11660,2025-06-07,Hyderabad,Hyderabad,785.2,624.43,Bike,Apparel,Clear,3452.74,2,5.0,Delayed
SC11661,2025-02-08,Chennai,Bengaluru,82.4,347.16,Heavy Truck,Apparel,Clear,583.23,1,2.0,Delayed
SC11662,2025-03-23,Hyderabad,Mumbai,245.9,581.11,Heavy Truck,Groceries,Rain,2968.28,1,5.0,Delayed
SC11663,2025-12-22,Chennai,Delhi,512.4,661.38,Heavy Truck,Apparel,Clear,5390.1,4,5.0,Delayed
SC11664,2025-09-15,Chennai,Bengaluru,283.3,325.68,Mini Truck,Apparel,Clear,1250.8,6,3.0,On-Time
SC11665,2025-07-25,Delhi,Chennai,743.1,103.01,Mini Truck,Furniture,Clear,2087.45,3,5.0,Delayed
SC11666,2025-03-18,Hyderabad,Mumbai,57.2,66.63,Heavy Truck,Furniture,Fog,2467.31,4,2.0,On-Time
SC11667,2025-01-12,Mumbai,Hyderabad,441.8,559.69,Heavy Truck,Electronics,Clear,3579.39,2,5.0,Delayed
SC11668,2025-10-22,Hyderabad,Bengaluru,474.7,494.86,Mini Truck,Furniture,Clear,5527.64,4,4.0,On-Time
SC11669,2025-08-12,Delhi,Hyderabad,523.9,705.22,Mini Truck,Furniture,Clear,2458.05,6,5.0,On-Time
SC11670,2025-01-13,Chennai,Mumbai,208.3,484.49,Mini Truck,Electronics,Clear,554.54,6,3.0,On-Time
SC11671,2025-02-15,Delhi,Hyderabad,294.8,401.61,Van,Apparel,Fog,2185.51,4,5.0,Delayed
SC11672,2025-06-04,Bengaluru,Bengaluru,675.7,378.48,Mini Truck,Apparel,Clear,1262.0,1,5.0,Delayed
SC11673,2025-04-23,Bengaluru,Mumbai,160.0,25.61,Heavy Truck,Furniture,Fog,3962.88,4,3.0,On-Time
SC11674,2025-08-21,Mumbai,Chennai,662.4,319.11,Van,Electronics,Clear,321.18,5,5.0,On-Time
SC11675,2025-01-17,Delhi,Bengaluru,452.3,927.23,Mini Truck,Apparel,Fog,1857.79,5,7.0,Delayed
SC11676,2025-12-26,Mumbai,Delhi,610.9,829.94,Heavy Truck,Pharma,Rain,3339.27,3,6.0,Delayed
SC11677,2025-08-11,Mumbai,Bengaluru,572.3,313.24,Bike,Groceries,Clear,1772.41,2,4.0,Delayed
SC11678,2025-12-20,Bengaluru,Mumbai,,,Van,Groceries,,,2,3.0,Delayed
SC11679,2025-07-07,Mumbai,Bengaluru,457.2,805.01,Heavy Truck,Groceries,Clear,821.07,7,3.0,On-Time
SC11680,2025-12-10,Bengaluru,Chennai,694.8,419.49,Bike,Furniture,Clear,5665.41,1,5.0,Delayed
SC11681,2025-12-31,Chennai,Chennai,348.5,17.55,Heavy Truck,Groceries,Clear,1851.8,2,4.0,Delayed
SC11682,2025-06-12,Delhi,Delhi,,,Mini Truck,Groceries,,,3,6.0,Delayed
SC11683,2025-11-22,Mumbai,Hyderabad,364.5,485.12,Mini Truck,Pharma,Rain,2056.14,5,4.0,On-Time
SC11684,2025-03-15,Bengaluru,Mumbai,118.5,920.98,Bike,Apparel,Clear,4723.77,1,4.0,Delayed
SC11685,2025-08-21,Hyderabad,Mumbai,314.6,658.7,Mini Truck,Pharma,Rain,1590.2,6,5.0,On-Time
SC11686,2025-08-12,Mumbai,Hyderabad,761.6,67.83,Heavy Truck,Furniture,Clear,4068.15,5,6.0,Delayed
SC11687,2025-11-15,Chennai,Chennai,259.2,180.3,Bike,Groceries,Clear,2043.74,3,2.0,On-Time
SC11688,2025-03-01,Chennai,Chennai,,,Heavy Truck,Apparel,,,1,6.0,Delayed
SC11689,2025-12-01,Hyderabad,Bengaluru,705.6,799.45,Heavy Truck,Groceries,Rain,4091.81,4,7.0,Delayed
SC11690,2025-08-10,Bengaluru,Delhi,283.4,587.0,Heavy Truck,Groceries,Rain,3594.96,2,4.0,Delayed
SC11691,2025-02-06,Mumbai,Delhi,71.2,612.38,Mini Truck,Furniture,Rain,3521.24,3,4.0,Delayed
SC11692,2025-10-05,Bengaluru,Delhi,581.0,27.41,Mini Truck,Groceries,Fog,534.23,1,5.0,Delayed
SC11693,2025-07-15,Chennai,Bengaluru,252.7,787.19,Heavy Truck,Electronics,Clear,1607.1,5,3.0,On-Time
SC11694,2025-12-18,Bengaluru,Delhi,627.4,748.97,Van,Apparel,Rain,3495.26,1,7.0,Delayed
SC11695,2025-08-30,Chennai,Hyderabad,356.9,246.45,Heavy Truck,Apparel,Clear,257.16,4,3.0,On-Time
SC11696,2025-11-20,Bengaluru,Bengaluru,390.8,673.39,Heavy Truck,Electronics,Clear,1616.27,3,5.0,Delayed
SC11697,2025-08-07,Hyderabad,Hyderabad,623.4,204.5,Bike,Furniture,Clear,1490.73,1,5.0,Delayed
SC11698,2025-07-11,Delhi,Bengaluru,309.0,38.79,Heavy Truck,Groceries,Clear,1611.66,6,3.0,On-Time
SC11699,2025-01-17,Hyderabad,Delhi,,,Mini Truck,Groceries,,,3,2.0,On-Time
SC11700,2025-01-12,Hyderabad,Hyderabad,304.1,170.11,Bike,Apparel,Fog,3554.47,3,4.0,Delayed
SC11701,2025-07-12,Delhi,Hyderabad,,,Van,Furniture,,,5,5.0,On-Time
SC11702,2025-01-22,Delhi,Hyderabad,423.1,397.82,Bike,Furniture,Clear,2408.28,7,4.0,On-Time
SC11703,2025-04-30,Mumbai,Bengaluru,648.0,483.36,Van,Furniture,Clear,5570.49,2,5.0,Delayed
SC11704,2025-07-29,Mumbai,Mumbai,292.6,453.18,Bike,Groceries,Clear,3963.93,7,4.0,On-Time
SC11705,2025-11-02,Hyderabad,Delhi,421.8,257.51,Bike,Furniture,Clear,5489.06,6,3.0,On-Time
SC11706,2025-09-27,Hyderabad,Hyderabad,538.2,28.2,Van,Electronics,Rain,5025.81,4,6.0,Delayed
SC11707,2025-07-11,Chennai,Mumbai,219.2,575.04,Mini Truck,Pharma,Clear,4172.36,1,2.0,Delayed
SC11708,2025-06-24,Chennai,Delhi,225.6,376.26,Mini Truck,Furniture,Clear,2233.22,7,3.0,On-Time
SC11709,2025-10-12,Mumbai,Delhi,747.1,284.09,Mini Truck,Pharma,Fog,1560.5,2,8.0,Delayed
SC11710,2025-07-23,Mumbai,Hyderabad,580.2,823.66,Bike,Groceries,Rain,1450.99,5,5.0,On-Time
SC11711,2025-06-13,Chennai,Hyderabad,463.9,709.53,Heavy Truck,Furniture,Rain,5720.22,2,5.0,Delayed
SC11712,2025-09-08,Chennai,Bengaluru,519.9,814.95,Bike,Apparel,Rain,5757.66,3,6.0,Delayed
SC11713,2025-08-15,Bengaluru,Mumbai,28.3,470.49,Heavy Truck,Groceries,Clear,4390.26,3,1.0,On-Time
SC11714,2025-01-07,Bengaluru,Mumbai,496.4,124.82,Heavy Truck,Electronics,Clear,5320.21,4,4.0,On-Time
SC11715,2025-01-29,Chennai,Hyderabad,410.1,661.56,Mini Truck,Electronics,Rain,5526.13,6,5.0,On-Time
SC11716,2025-02-02,Bengaluru,Delhi,438.9,196.17,Heavy Truck,Pharma,Rain,3142.6,1,5.0,Delayed
SC11717,2025-05-14,Delhi,Hyderabad,290.7,419.45,Bike,Pharma,Clear,3830.0,1,3.0,Delayed
SC11718,2025-03-20,Mumbai,Delhi,69.8,62.22,Bike,Apparel,Clear,2599.71,5,1.0,On-Time
SC11719,2025-02-27,Mumbai,Delhi,158.7,784.13,Mini Truck,Apparel,Rain,2598.17,4,3.0,On-Time
SC11720,2025-01-26,Chennai,Hyderabad,760.8,120.08,Van,Electronics,Clear,374.81,1,5.0,Delayed
SC11721,2025-08-14,Hyderabad,Chennai,329.9,857.99,Bike,Furniture,Clear,2687.86,6,4.0,On-Time
SC11722,2025-10-12,Chennai,Mumbai,376.0,821.09,Heavy Truck,Electronics,Clear,4089.92,3,4.0,Delayed
SC11723,2025-01-04,Bengaluru,Delhi,46.9,441.62,Bike,Electronics,Clear,2618.6,4,1.0,On-Time
SC11724,2025-04-09,Hyderabad,Delhi,34.9,707.28,Bike,Apparel,Clear,5253.6,2,2.0,On-Time
SC11725,2025-02-08,Bengaluru,Chennai,575.2,588.66,Bike,Pharma,Clear,2095.49,7,5.0,On-Time
SC11726,2025-09-28,Delhi,Bengaluru,432.8,763.02,Van,Apparel,Rain,926.19,7,5.0,On-Time
SC11727,2025-10-12,Bengaluru,Chennai,409.4,410.5,Heavy Truck,Apparel,Clear,4897.62,4,4.0,On-Time
SC11728,2025-06-06,Delhi,Chennai,,,Mini Truck,Apparel,,,4,3.0,On-Time
SC11729,2025-03-16,Delhi,Delhi,8956.5,439.6,Bike,Electronics,Clear,31292.800000000003,6,4.0,On-Time
SC11730,2025-10-15,Bengaluru,Mumbai,138.7,893.95,Heavy Truck,Furniture,Storm,3288.24,6,5.0,On-Time
SC11731,2025-05-10,Bengaluru,Chennai,156.0,462.31,Heavy Truck,Electronics,Clear,2500.84,1,2.0,Delayed
SC11732,2025-06-24,Delhi,Bengaluru,371.3,439.76,Mini Truck,Groceries,Clear,5642.33,7,3.0,On-Time
SC11733,2025-03-25,Hyderabad,Hyderabad,232.6,745.93,Bike,Apparel,Rain,3702.89,5,3.0,On-Time
SC11734,2025-01-22,Delhi,Chennai,201.7,780.59,Van,Apparel,Clear,1076.58,5,4.0,On-Time
